max_camber,camber_pos,thickness,reynolds,aoa,cl,cd
0.086,0.551,0.095,2570964,-3.6,0.7192,0.00572
0.022,0.107,0.116,1964968,4.7,0.7408,0.00805
0.062,0.493,0.105,411245,-2.6,0.4709,0.00997
0.06,0.677,0.124,394794,2.1,0.8051,0.01813
0.011,0.194,0.141,404868,-4.1,-0.3217,0.00992
0.097,0.554,0.152,3453655,-4.0,0.7005,0.00605
0.035,0.665,0.118,3504396,-4.8,0.0278,0.00545
0.002,0.161,0.114,1686472,8.0,0.9336,0.01099
0.003,0.671,0.072,4686130,6.3,0.7614,0.00742
0.06,0.358,0.195,4724632,11.1,1.6087,0.01508
0.0,0.321,0.059,3042956,3.1,0.342,0.0058
0.081,0.718,0.132,772778,-2.7,0.3954,0.02698
0.048,0.499,0.139,2394443,11.6,1.5047,0.01999
0.034,0.463,0.063,3504134,6.7,1.0973,0.00991
0.035,0.17,0.141,2009416,8.8,1.306,0.01057
0.039,0.232,0.19,805354,3.3,0.6358,0.0099
0.056,0.237,0.134,2460377,0.5,0.6043,0.00844
0.008,0.149,0.116,4114896,10.7,1.2666,0.01164
0.091,0.613,0.09,1762125,11.0,1.7812,0.03767
0.099,0.635,0.17,491497,-2.2,0.449,0.03135
0.085,0.458,0.151,3346134,3.6,1.2073,0.00802
0.038,0.628,0.162,2840609,-1.9,0.3266,0.00509
0.03,0.23,0.11,2605531,2.6,0.5759,0.00566
0.003,0.577,0.05,150224,4.9,0.5568,0.02767
0.016,0.65,0.086,2716904,8.2,1.0866,0.01056
0.052,0.549,0.156,2236224,0.5,0.663,0.00568
0.019,0.717,0.114,1652755,8.6,1.1346,0.01254
0.064,0.382,0.173,4003955,11.3,1.6549,0.01679
0.095,0.451,0.081,1546201,-3.1,0.7667,0.00708
0.096,0.49,0.068,3937759,-4.2,0.7049,0.0056
0.097,0.614,0.103,2125206,-1.9,1.1103,0.00579
0.046,0.242,0.174,4122141,-2.9,0.154,0.00745
0.011,0.183,0.103,2673763,5.5,0.7265,0.00718
0.063,0.651,0.127,730067,10.9,1.501,0.02915
0.086,0.125,0.165,2198831,7.9,1.2462,0.01947
0.002,0.192,0.11,1866256,-1.1,-0.0906,0.00494
0.04,0.403,0.117,3437006,-4.6,-0.0252,0.00631
0.037,0.406,0.117,1633412,-4.1,0.002,0.00691
0.07,0.157,0.094,666580,8.5,1.4677,0.01868
0.016,0.29,0.064,4937347,6.9,0.9163,0.0083
0.009,0.482,0.078,2312417,1.1,0.2197,0.0042
0.012,0.52,0.143,3216789,1.1,0.2636,0.00551
0.026,0.128,0.087,4979634,-1.2,0.1254,0.00671
0.034,0.565,0.146,4470062,-1.5,0.2922,0.00501
0.029,0.333,0.138,3559641,8.5,1.2381,0.01025
0.044,0.536,0.167,3583419,2.1,0.6774,0.0062
0.084,0.58,0.15,655592,7.7,1.4929,0.01801
0.063,0.224,0.158,4058026,-4.7,0.1273,0.00779
0.055,0.166,0.055,1074820,7.8,1.3457,0.01135
0.047,0.603,0.196,3221691,10.6,1.3952,0.01844
0.007,0.515,0.172,4985005,4.4,0.5081,0.00645
0.023,0.531,0.128,4048550,0.5,0.3505,0.00514
0.042,0.165,0.054,683343,5.6,0.994,0.01068
0.022,0.568,0.17,3305331,5.8,0.7487,0.00768
0.01,0.568,0.123,2611503,10.6,1.239,0.01303
0.007,0.143,0.08,4220847,3.0,0.3746,0.00493
0.062,0.331,0.078,1059920,-0.2,0.6394,0.00781
0.094,0.489,0.105,647417,1.9,1.291,0.0092
0.078,0.478,0.184,1161445,4.6,1.0893,0.01137
0.066,0.275,0.197,1762692,1.1,0.589,0.0102
0.072,0.177,0.139,1214755,0.5,0.6966,0.01182
0.034,0.337,0.194,761521,10.1,1.2528,0.01579
0.02,0.123,0.095,1714234,-1.1,0.0916,0.00705
0.096,0.261,0.141,1092856,5.7,1.3058,0.01576
0.03,0.228,0.155,2677896,2.8,0.5485,0.00644
0.071,0.576,0.168,3812762,9.1,1.3716,0.01787
0.085,0.217,0.081,4887748,11.2,1.8454,0.0172
0.05,0.105,0.086,2360133,1.4,0.6246,0.00983
0.037,0.192,0.188,3613474,-1.4,0.2095,0.00777
0.017,0.337,0.111,1233454,-0.3,0.1527,0.0052
0.05,0.758,0.118,4873377,-0.6,0.7807,0.00353
0.017,0.178,0.166,3051808,5.2,0.6334,0.00685
0.043,0.507,0.081,1089867,6.4,1.138,0.01258
0.02,0.697,0.16,2721633,0.6,0.3153,0.00582
0.1,0.561,0.138,1866569,6.8,1.6143,0.01533
